1.9885e+30,3.3011e+23,4.8675e+24,5.9724e+24,6.4171e+23,1.898e+27,5.683e+26,8.681e+25,1.024e+26
2101.27,0,5.76045e+10,4.13657e+09,1.08115e+11,3.02598e+09,1.49556e+11,2.57344e+09,2.27881e+11,2.08501e+09,7.78498e+11,1.12811e+09,1.433e+12,8.31489e+08,2.877e+12,5.86826e+08,4.503e+12,4.6906e+08,
6304.03,14.0189,5.70127e+10,8.25186e+09,1.07946e+11,6.04959e+09,1.49467e+11,5.14611e+09,2.27843e+11,4.16984e+09,7.78495e+11,2.25621e+09,1.433e+12,1.66298e+09,2.877e+12,1.17365e+09,4.503e+12,9.3812e+08,
12608,56.1215,5.61254e+10,1.23244e+10,1.07692e+11,9.06845e+09,1.49334e+11,7.71726e+09,2.27786e+11,6.25432e+09,7.7849e+11,3.38431e+09,1.433e+12,2.49446e+09,2.877e+12,1.76048e+09,4.503e+12,1.40718e+09,
21012.6,140.394,5.49451e+10,1.63326e+10,1.07354e+11,1.20802e+10,1.49157e+11,1.02861e+10,2.27709e+11,8.33828e+09,7.78484e+11,4.5124e+09,1.433e+12,3.32595e+09,2.877e+12,2.3473e+09,4.503e+12,1.87624e+09,
31516.5,280.919,5.34757e+10,2.02548e+10,1.06931e+11,1.50825e+10,1.48936e+11,1.28519e+10,2.27614e+11,1.04215e+10,7.78475e+11,5.64049e+09,1.43299e+12,4.15744e+09,2.877e+12,2.93413e+09,4.503e+12,2.3453e+09,
44118.1,491.745,5.1723e+10,2.40698e+10,1.06424e+11,1.80728e+10,1.48671e+11,1.54139e+10,2.275e+11,1.25039e+10,7.78466e+11,6.76856e+09,1.43299e+12,4.98892e+09,2.877e+12,3.52096e+09,4.503e+12,2.81436e+09,
58815.3,786.865,4.96944e+10,2.77563e+10,1.05833e+11,2.1049e+10,1.48361e+11,1.79714e+10,2.27366e+11,1.45853e+10,7.78454e+11,7.89661e+09,1.43299e+12,5.8204e+09,2.877e+12,4.10778e+09,4.503e+12,3.28342e+09,
75605.3,1180.18,4.73987e+10,3.12937e+10,1.05159e+11,2.40086e+10,1.48007e+11,2.05235e+10,2.27214e+11,1.66654e+10,7.78441e+11,9.02465e+09,1.43298e+12,6.65189e+09,2.877e+12,4.69461e+09,4.503e+12,3.75248e+09,
94485.2,1685.48,4.48468e+10,3.46618e+10,1.04402e+11,2.69492e+10,1.4761e+11,2.30695e+10,2.27042e+11,1.87441e+10,7.78426e+11,1.01527e+10,1.43298e+12,7.48336e+09,2.87699e+12,5.28143e+09,4.503e+12,4.22154e+09,
115451,2316.39,4.20509e+10,3.78414e+10,1.03562e+11,2.98685e+10,1.47169e+11,2.56086e+10,2.26851e+11,2.08213e+10,7.7841e+11,1.12807e+10,1.43297e+12,8.31484e+09,2.87699e+12,5.86826e+09,4.503e+12,4.6906e+09,
138499,3086.37,3.90248e+10,4.08139e+10,1.02641e+11,3.27641e+10,1.46683e+11,2.81402e+10,2.26642e+11,2.28967e+10,7.78392e+11,1.24087e+10,1.43297e+12,9.14631e+09,2.87699e+12,6.45508e+09,4.503e+12,5.15966e+09,
163625,4008.69,3.5784e+10,4.35619e+10,1.01638e+11,3.56339e+10,1.46155e+11,3.06633e+10,2.26413e+11,2.49701e+10,7.78373e+11,1.35366e+10,1.43296e+12,9.97778e+09,2.87699e+12,7.04191e+09,4.503e+12,5.62872e+09,
190823,5096.34,3.23454e+10,4.60689e+10,1.00554e+11,3.84753e+10,1.45582e+11,3.31774e+10,2.26166e+11,2.70415e+10,7.78351e+11,1.46645e+10,1.43296e+12,1.08093e+10,2.87699e+12,7.62873e+09,4.503e+12,6.09778e+09,
220089,6362.08,2.87271e+10,4.83201e+10,9.9391e+10,4.12862e+10,1.44967e+11,3.56816e+10,2.25899e+11,2.91107e+10,7.78328e+11,1.57924e+10,1.43295e+12,1.16407e+10,2.87699e+12,8.21556e+09,4.50299e+12,6.56684e+09,
251415,7818.36,2.49485e+10,5.03017e+10,9.81487e+10,4.40643e+10,1.44308e+11,3.81751e+10,2.25614e+11,3.11774e+10,7.78304e+11,1.69203e+10,1.43294e+12,1.24722e+10,2.87699e+12,8.80238e+09,4.50299e+12,7.0359e+09,
284797,9477.32,2.10304e+10,5.20018e+10,9.68282e+10,4.68074e+10,1.43607e+11,4.06573e+10,2.25309e+11,3.32414e+10,7.78278e+11,1.80481e+10,1.43293e+12,1.33036e+10,2.87698e+12,9.3892e+09,4.50299e+12,7.50496e+09,
320228,11350.8,1.69942e+10,5.34101e+10,9.54307e+10,4.95131e+10,1.42862e+11,4.31273e+10,2.24986e+11,3.53027e+10,7.7825e+11,1.91759e+10,1.43293e+12,1.41351e+10,2.87698e+12,9.97602e+09,4.50299e+12,7.97402e+09,
357700,13450.1,1.28624e+10,5.45178e+10,9.39571e+10,5.21794e+10,1.42075e+11,4.55846e+10,2.24644e+11,3.7361e+10,7.78221e+11,2.03036e+10,1.43292e+12,1.49665e+10,2.87698e+12,1.05628e+10,4.50299e+12,8.44308e+09,
397207,15786.4,8.65804e+09,5.53181e+10,9.24085e+10,5.48041e+10,1.41245e+11,4.80282e+10,2.24283e+11,3.94162e+10,7.7819e+11,2.14313e+10,1.43291e+12,1.5798e+10,2.87698e+12,1.11497e+10,4.50299e+12,8.91213e+09,
438740,18370.4,4.40485e+09,5.58063e+10,9.07861e+10,5.7385e+10,1.40374e+11,5.04574e+10,2.23903e+11,4.14681e+10,7.78157e+11,2.2559e+10,1.4329e+12,1.66294e+10,2.87697e+12,1.17365e+10,4.50299e+12,9.38119e+09,
482293,21212.1,1.26789e+08,5.59792e+10,8.90911e+10,5.99199e+10,1.3946e+11,5.28717e+10,2.23505e+11,4.35165e+10,7.78123e+11,2.36866e+10,1.43289e+12,1.74608e+10,2.87697e+12,1.23233e+10,4.50299e+12,9.85025e+09,
527856,24321.6,-4.15198e+09,5.5836e+10,8.73248e+10,6.24069e+10,1.38505e+11,5.52701e+10,2.23087e+11,4.55613e+10,7.78087e+11,2.48141e+10,1.43288e+12,1.82923e+10,2.87697e+12,1.29101e+10,4.50299e+12,1.03193e+10,
575423,27708.1,-8.40731e+09,5.53777e+10,8.54885e+10,6.48439e+10,1.37509e+11,5.7652e+10,2.22651e+11,4.76022e+10,7.78049e+11,2.59417e+10,1.43287e+12,1.91237e+10,2.87697e+12,1.3497e+10,4.50299e+12,1.07884e+10,
624984,31380.7,-1.26152e+10,5.46071e+10,8.35837e+10,6.72289e+10,1.36471e+11,6.00167e+10,2.22197e+11,4.96391e+10,7.7801e+11,2.70691e+10,1.43285e+12,1.99551e+10,2.87696e+12,1.40838e+10,4.50299e+12,1.12574e+10,
676531,35347.9,-1.67522e+10,5.35293e+10,8.16118e+10,6.956e+10,1.35393e+11,6.23634e+10,2.21723e+11,5.16719e+10,7.77969e+11,2.81965e+10,1.43284e+12,2.07865e+10,2.87696e+12,1.46706e+10,4.50298e+12,1.17265e+10,
730056,39617.7,-2.0795e+10,5.21509e+10,7.95742e+10,7.18351e+10,1.34274e+11,6.46915e+10,2.21231e+11,5.37003e+10,7.77927e+11,2.93238e+10,1.43283e+12,2.16179e+10,2.87696e+12,1.52574e+10,4.50298e+12,1.21955e+10,
785550,44197.9,-2.47215e+10,5.04805e+10,7.74728e+10,7.40525e+10,1.33115e+11,6.70003e+10,2.20721e+11,5.57242e+10,7.77882e+11,3.04511e+10,1.43282e+12,2.24493e+10,2.87695e+12,1.58442e+10,4.50298e+12,1.26646e+10,
843003,49095.7,-2.851e+10,4.85285e+10,7.53089e+10,7.62102e+10,1.31916e+11,6.92889e+10,2.20192e+11,5.77434e+10,7.77837e+11,3.15783e+10,1.4328e+12,2.32807e+10,2.87695e+12,1.6431e+10,4.50298e+12,1.31337e+10,
902409,54318,-3.21401e+10,4.63069e+10,7.30844e+10,7.83066e+10,1.30677e+11,7.15569e+10,2.19644e+11,5.97578e+10,7.77789e+11,3.27055e+10,1.43279e+12,2.4112e+10,2.87695e+12,1.70179e+10,4.50298e+12,1.36027e+10,
963757,59871.3,-3.55924e+10,4.38291e+10,7.0801e+10,8.03399e+10,1.294e+11,7.38033e+10,2.19078e+11,6.17672e+10,7.7774e+11,3.38325e+10,1.43277e+12,2.49434e+10,2.87694e+12,1.76047e+10,4.50298e+12,1.40718e+10,
1.02704e+06,65761.7,-3.88488e+10,4.11101e+10,6.84604e+10,8.23083e+10,1.28083e+11,7.60277e+10,2.18494e+11,6.37714e+10,7.7769e+11,3.49596e+10,1.43276e+12,2.57748e+10,2.87694e+12,1.81915e+10,4.50298e+12,1.45408e+10,
1.09225e+06,71994.9,-4.18925e+10,3.81659e+10,6.60646e+10,8.42103e+10,1.26729e+11,7.82293e+10,2.17891e+11,6.57702e+10,7.77637e+11,3.60865e+10,1.43274e+12,2.66061e+10,2.87694e+12,1.87783e+10,4.50297e+12,1.50099e+10,
1.15937e+06,78576.3,-4.47081e+10,3.50141e+10,6.36154e+10,8.60442e+10,1.25336e+11,8.04074e+10,2.1727e+11,6.77635e+10,7.77583e+11,3.72133e+10,1.43273e+12,2.74375e+10,2.87693e+12,1.93651e+10,4.50297e+12,1.5479e+10,
1.22841e+06,85511.1,-4.72819e+10,3.16728e+10,6.11148e+10,8.78085e+10,1.23906e+11,8.25614e+10,2.1663e+11,6.97511e+10,7.77528e+11,3.83401e+10,1.43271e+12,2.82688e+10,2.87693e+12,1.99519e+10,4.50297e+12,1.5948e+10,
1.29934e+06,92804,-4.96015e+10,2.81613e+10,5.85647e+10,8.95018e+10,1.22438e+11,8.46906e+10,2.15973e+11,7.17328e+10,7.77471e+11,3.94668e+10,1.43269e+12,2.91001e+10,2.87692e+12,2.05387e+10,4.50297e+12,1.64171e+10,
1.37217e+06,100460,-5.16563e+10,2.44995e+10,5.59672e+10,9.11227e+10,1.20934e+11,8.67943e+10,2.15297e+11,7.37085e+10,7.77412e+11,4.05934e+10,1.43268e+12,2.99314e+10,2.87692e+12,2.11256e+10,4.50297e+12,1.68861e+10,
1.44688e+06,108482,-5.34373e+10,2.07077e+10,5.33244e+10,9.26697e+10,1.19393e+11,8.8872e+10,2.14603e+11,7.5678e+10,7.77351e+11,4.172e+10,1.43266e+12,3.07627e+10,2.87692e+12,2.17124e+10,4.50297e+12,1.73552e+10,
1.52347e+06,116875,-5.4937e+10,1.6807e+10,5.06384e+10,9.41416e+10,1.17817e+11,9.0923e+10,2.13891e+11,7.76412e+10,7.77289e+11,4.28464e+10,1.43264e+12,3.1594e+10,2.87691e+12,2.22992e+10,4.50296e+12,1.78242e+10,
1.60193e+06,125643,-5.61496e+10,1.28185e+10,4.79112e+10,9.55371e+10,1.16205e+11,9.29467e+10,2.13161e+11,7.95978e+10,7.77226e+11,4.39727e+10,1.43262e+12,3.24253e+10,2.87691e+12,2.2886e+10,4.50296e+12,1.82933e+10,
1.68225e+06,134789,-5.70711e+10,8.76347e+09,4.51452e+10,9.68551e+10,1.14558e+11,9.49424e+10,2.12414e+11,8.15477e+10,7.7716e+11,4.5099e+10,1.4326e+12,3.32566e+10,2.8769e+12,2.34728e+10,4.50296e+12,1.87623e+10,
1.76442e+06,144317,-5.76989e+10,4.66337e+09,4.23426e+10,9.80944e+10,1.12876e+11,9.69096e+10,2.11648e+11,8.34907e+10,7.77093e+11,4.62252e+10,1.43258e+12,3.40878e+10,2.8769e+12,2.40596e+10,4.50296e+12,1.92314e+10,
1.84843e+06,154230,-5.8032e+10,5.39458e+08,3.95056e+10,9.92541e+10,1.11161e+11,9.88476e+10,2.10865e+11,8.54268e+10,7.77025e+11,4.73512e+10,1.43256e+12,3.49191e+10,2.87689e+12,2.46464e+10,4.50296e+12,1.97005e+10,
1.93429e+06,164530,-5.8071e+10,-3.58719e+09,3.66364e+10,1.00333e+11,1.09412e+11,1.00756e+11,2.10063e+11,8.73556e+10,7.76955e+11,4.84772e+10,1.43254e+12,3.57503e+10,2.87689e+12,2.52332e+10,4.50295e+12,2.01695e+10,
2.02198e+06,175222,-5.78178e+10,-7.69579e+09,3.37375e+10,1.01331e+11,1.07631e+11,1.02634e+11,2.09245e+11,8.92771e+10,7.76883e+11,4.96031e+10,1.43252e+12,3.65815e+10,2.87688e+12,2.582e+10,4.50295e+12,2.06386e+10,
2.1115e+06,186307,-5.7276e+10,-1.1766e+10,3.08111e+10,1.02246e+11,1.05817e+11,1.04481e+11,2.08408e+11,9.11911e+10,7.76809e+11,5.07288e+10,1.4325e+12,3.74128e+10,2.87688e+12,2.64068e+10,4.50295e+12,2.11076e+10,
2.20283e+06,197788,-5.64504e+10,-1.57779e+10,2.78597e+10,1.03077e+11,1.03971e+11,1.06296e+11,2.07554e+11,9.30974e+10,7.76734e+11,5.18545e+10,1.43248e+12,3.8244e+10,2.87687e+12,2.69936e+10,4.50295e+12,2.15767e+10,
2.29597e+06,209668,-5.53471e+10,-1.97121e+10,2.48856e+10,1.03825e+11,1.02093e+11,1.0808e+11,2.06683e+11,9.49959e+10,7.76657e+11,5.298e+10,1.43245e+12,3.90751e+10,2.87686e+12,2.75804e+10,4.50294e+12,2.20457e+10,
2.39092e+06,221950,-5.39734e+10,-2.35501e+10,2.18912e+10,1.04489e+11,1.00185e+11,1.09831e+11,2.05794e+11,9.68864e+10,7.76579e+11,5.41055e+10,1.43243e+12,3.99063e+10,2.87686e+12,2.81672e+10,4.50294e+12,2.25148e+10,
2.48767e+06,234635,-5.23379e+10,-2.72738e+10,1.88791e+10,1.05067e+11,9.82469e+10,1.11548e+11,2.04888e+11,9.87687e+10,7.76499e+11,5.52308e+10,1.43241e+12,4.07375e+10,2.87685e+12,2.8754e+10,4.50294e+12,2.29838e+10,
2.58621e+06,247727,-5.04501e+10,-3.08661e+10,1.58515e+10,1.0556e+11,9.6279e+10,1.13232e+11,2.03964e+11,1.00643e+11,7.76417e+11,5.6356e+10,1.43238e+12,4.15686e+10,2.87685e+12,2.93408e+10,4.50294e+12,2.34529e+10,
2.68654e+06,261227,-4.83208e+10,-3.43106e+10,1.28111e+10,1.05967e+11,9.4282e+10,1.14882e+11,2.03024e+11,1.02508e+11,7.76334e+11,5.74811e+10,1.43236e+12,4.23998e+10,2.87684e+12,2.99276e+10,4.50294e+12,2.39219e+10,
2.78865e+06,275137,-4.59614e+10,-3.75918e+10,9.7602e+09,1.06287e+11,9.22565e+10,1.16498e+11,2.02066e+11,1.04365e+11,7.76249e+11,5.8606e+10,1.43233e+12,4.32309e+10,2.87683e+12,3.05144e+10,4.50293e+12,2.4391e+10,
2.89253e+06,289460,-4.33846e+10,-4.06951e+10,6.70137e+09,1.06521e+11,9.02033e+10,1.18078e+11,2.01091e+11,1.06213e+11,7.76163e+11,5.97309e+10,1.43231e+12,4.4062e+10,2.87683e+12,3.11012e+10,4.50293e+12,2.48601e+10,
2.99818e+06,304198,-4.06035e+10,-4.36069e+10,3.63708e+09,1.06668e+11,8.81227e+10,1.19622e+11,2.001e+11,1.08052e+11,7.76075e+11,6.08556e+10,1.43228e+12,4.48931e+10,2.87682e+12,3.1688e+10,4.50293e+12,2.53291e+10,
3.10559e+06,319352,-3.76323e+10,-4.63144e+10,5.6983e+08,1.06728e+11,8.60156e+10,1.21131e+11,1.99091e+11,1.09882e+11,7.75985e+11,6.19802e+10,1.43225e+12,4.57241e+10,2.87682e+12,3.22748e+10,4.50292e+12,2.57982e+10,
3.21476e+06,334925,-3.44856e+10,-4.88061e+10,-2.49788e+09,1.06701e+11,8.38824e+10,1.22602e+11,1.98066e+11,1.11703e+11,7.75893e+11,6.31047e+10,1.43223e+12,4.65552e+10,2.87681e+12,3.28616e+10,4.50292e+12,2.62672e+10,
3.32568e+06,350919,-3.11789e+10,-5.10712e+10,-5.56355e+09,1.06587e+11,8.1724e+10,1.24037e+11,1.97024e+11,1.13515e+11,7.758e+11,6.4229e+10,1.4322e+12,4.73862e+10,2.8768e+12,3.34483e+10,4.50292e+12,2.67363e+10,
3.43834e+06,367335,-2.77279e+10,-5.31001e+10,-8.62468e+09,1.06387e+11,7.95408e+10,1.25434e+11,1.95966e+11,1.15316e+11,7.75706e+11,6.53532e+10,1.43217e+12,4.82173e+10,2.87679e+12,3.40351e+10,4.50292e+12,2.72053e+10,
3.55275e+06,384176,-2.41492e+10,-5.48844e+10,-1.16788e+10,1.06099e+11,7.73335e+10,1.26793e+11,1.9489e+11,1.17109e+11,7.75609e+11,6.64772e+10,1.43214e+12,4.90483e+10,2.87679e+12,3.46219e+10,4.50291e+12,2.76744e+10,
3.66889e+06,401443,-2.04595e+10,-5.64164e+10,-1.47234e+10,1.05726e+11,7.51029e+10,1.28114e+11,1.93799e+11,1.18891e+11,7.75511e+11,6.76011e+10,1.43211e+12,4.98793e+10,2.87678e+12,3.52087e+10,4.50291e+12,2.81434e+10,
3.78675e+06,419137,-1.66759e+10,-5.76899e+10,-1.77559e+10,1.05266e+11,7.28496e+10,1.29396e+11,1.92691e+11,1.20663e+11,7.75412e+11,6.87249e+10,1.43208e+12,5.07103e+10,2.87677e+12,3.57955e+10,4.50291e+12,2.86125e+10,
3.90634e+06,437262,-1.28161e+10,-5.86994e+10,-2.0774e+10,1.0472e+11,7.05742e+10,1.30639e+11,1.91567e+11,1.22425e+11,7.75311e+11,6.98486e+10,1.43205e+12,5.15412e+10,2.87677e+12,3.63823e+10,4.5029e+12,2.90815e+10,
4.02765e+06,455817,-8.89773e+09,-5.94409e+10,-2.37752e+10,1.04089e+11,6.82774e+10,1.31843e+11,1.90427e+11,1.24177e+11,7.75208e+11,7.0972e+10,1.43202e+12,5.23722e+10,2.87676e+12,3.6969e+10,4.5029e+12,2.95506e+10,
4.15067e+06,474806,-4.93872e+09,-5.9911e+10,-2.67571e+10,1.03374e+11,6.596e+10,1.33006e+11,1.89271e+11,1.25918e+11,7.75103e+11,7.20954e+10,1.43199e+12,5.32031e+10,2.87675e+12,3.75558e+10,4.5029e+12,3.00196e+10,
4.2754e+06,494229,-9.57176e+08,-6.0108e+10,-2.97171e+10,1.02574e+11,6.36227e+10,1.34129e+11,1.88098e+11,1.27649e+11,7.74997e+11,7.32185e+10,1.43196e+12,5.4034e+10,2.87674e+12,3.81426e+10,4.50289e+12,3.04887e+10,
4.40183e+06,514088,3.02876e+09,-6.00309e+10,-3.2653e+10,1.01691e+11,6.1266e+10,1.35212e+11,1.8691e+11,1.29368e+11,7.7489e+11,7.43416e+10,1.43193e+12,5.48649e+10,2.87673e+12,3.87294e+10,4.50289e+12,3.09577e+10,
4.52996e+06,534386,7.0009e+09,-5.96799e+10,-3.55624e+10,1.00725e+11,5.88908e+10,1.36254e+11,1.85706e+11,1.31077e+11,7.7478e+11,7.54644e+10,1.4319e+12,5.56958e+10,2.87673e+12,3.93161e+10,4.50289e+12,3.14268e+10,
4.65978e+06,555123,1.09411e+10,-5.90563e+10,-3.84428e+10,9.96773e+10,5.64978e+10,1.37254e+11,1.84487e+11,1.32775e+11,7.74669e+11,7.65872e+10,1.43186e+12,5.65266e+10,2.87672e+12,3.99029e+10,4.50289e+12,3.18958e+10,
4.79129e+06,576301,1.48313e+10,-5.81627e+10,-4.12919e+10,9.85486e+10,5.40877e+10,1.38213e+11,1.83252e+11,1.34462e+11,7.74557e+11,7.77097e+10,1.43183e+12,5.73574e+10,2.87671e+12,4.04897e+10,4.50288e+12,3.23649e+10,
4.92448e+06,597921,1.86535e+10,-5.70027e+10,-4.41076e+10,9.73398e+10,5.16611e+10,1.3913e+11,1.82001e+11,1.36137e+11,7.74443e+11,7.88321e+10,1.4318e+12,5.81883e+10,2.8767e+12,4.10764e+10,4.50288e+12,3.28339e+10,
5.05934e+06,619985,2.23902e+10,-5.55808e+10,-4.68874e+10,9.60521e+10,4.92189e+10,1.40005e+11,1.80735e+11,1.37801e+11,7.74327e+11,7.99543e+10,1.43176e+12,5.90191e+10,2.87669e+12,4.16632e+10,4.50287e+12,3.3303e+10,
5.19588e+06,642495,2.60237e+10,-5.39031e+10,-4.96292e+10,9.46864e+10,4.67618e+10,1.40837e+11,1.79454e+11,1.39453e+11,7.74209e+11,8.10764e+10,1.43173e+12,5.98498e+10,2.87668e+12,4.225e+10,4.50287e+12,3.3772e+10,
5.33408e+06,665452,2.9537e+10,-5.19762e+10,-5.23307e+10,9.3244e+10,4.42906e+10,1.41627e+11,1.78158e+11,1.41094e+11,7.7409e+11,8.21983e+10,1.43169e+12,6.06806e+10,2.87668e+12,4.28367e+10,4.50287e+12,3.42411e+10,
5.47395e+06,688858,3.29134e+10,-4.98083e+10,-5.49898e+10,9.1726e+10,4.18059e+10,1.42373e+11,1.76847e+11,1.42722e+11,7.7397e+11,8.332e+10,1.43166e+12,6.15113e+10,2.87667e+12,4.34235e+10,4.50286e+12,3.47101e+10,
5.61547e+06,712713,3.61365e+10,-4.74085e+10,-5.76044e+10,9.01336e+10,3.93085e+10,1.43077e+11,1.7552e+11,1.44339e+11,7.73847e+11,8.44415e+10,1.43162e+12,6.2342e+10,2.87666e+12,4.40103e+10,4.50286e+12,3.51791e+10,
